"Grant me this wish, with heart so pure,",مجھے یہ خواہش عطا کریں، دل سے بہت پاک،
"And Eid's joy, will ever endure.",اور عید کی خوشی، ہمیشہ برداشت کرے گی۔
"Madam, yes, your words are sweet,",میڈم، ہاں، آپ کے الفاظ میٹھے ہیں،
"A discount small, can't be beat.",ایک چھوٹا سا رعایت، شکست نہیں دی جا سکتی۔
"Our velvets cool, like morning dew,",ہمارے مخمل ٹھنڈے، صبح کی اوس کی طرح،
"With gentle touch, oh so new.",نرم لمس کے ساتھ، اوہ بہت نیا۔
"Now, tell me madam, your chosen hue,",اب، براہ کرم مجھے بتائیں میڈم، آپ کا منتخب رنگ،
"Let's finalize now, me and you.",آئیے اب حتمی شکل دیں، میں اور آپ۔
"This white one here, for my daughter dear,",یہ سفید والا یہاں، میری پیاری بیٹی کے لئے،
"And this blue sherwani, banish fear.",اور یہ سفید شیروانی، خوف کو دور کریں۔
"For myself, the green, a subtle tone,",خود کے لئے، سبز، ایک لطیف لہجہ،
"Elegance pure, a beauty shown.",خالص خوبصورتی، ایک خوبصورتی دکھائی گئی۔
"And what's the price, for all you've chose?",اور آپ نے جو کچھ چنا ہے اس کے لئے قیمت کیا ہے؟
"With discount given, worries dispose.",رعایت دینے کے بعد، پریشانیوں کو دور کریں۔
"Let me compute, just wait a while,",مجھے حساب کرنے دو، بس تھوڑی دیر انتظار کرو،
"A price that's fair, with a gentle smile.",ایک قیمت جو منصفانہ ہے، ایک نرم مسکراہٹ کے ساتھ۔
"Here is the total, the final price,",یہ ہے کل، آخری قیمت،
"A deal so good, oh so nice.",ایک معاہدہ بہت اچھا، اوہ بہت اچھا۔
"Thank you kindly, your heart's so warm,",آپ کا شکریہ، آپ کا دل بہت گرم ہے،
"May your Eid be blessed, weather every storm.",خدا کرے آپ کی عید بابرکت ہو، ہر طوفان کا مقابلہ کریں۔
"Eid Mubarak to you, may joy resound,",عید مبارک آپ کو، خوشی گونج اٹھے،
And happiness in your life be found.,اور آپ کی زندگی میں خوشی مل جائے۔
"Greetings, madam, your brocade's softest light,",سلام، میڈم، آپ کے بروکیڈ کی نرم ترین روشنی،
"Like evening stars, in the fading night.",جیسے شام کے ستارے، مدھم رات میں۔
"Eid's approaching, time is fleet,",عید قریب آ رہی ہے، وقت تیز ہے،
"For festive clothes, on every street.",ہر گلی میں جشن کے کپڑوں کے لئے۔
"Show me your best, your patterns grand,",مجھے اپنا بہترین دکھائیں، آپ کے شاندار نمونے،
"In colors rich, across the land.",پورے ملک میں امیر رنگوں میں۔
"For my daughter, a kameez so fine,",میری بیٹی کے لئے، ایک قمیض بہت عمدہ،
"With golden threads, a design divine.",سنہری دھاگوں کے ساتھ، ایک ڈیزائن آسمانی۔
"And for my son, a sherwani new,",اور میرے بیٹے کے لئے، ایک نئی شیروانی،
"In shades of night, and morning dew.",رات کے رنگوں میں، اور صبح کی اوس۔
"For myself, a saree, velvet pure,",خود کے لئے، ایک ساڑھی، مخمل خالص،
"A touch of class, to allure.",کلاس کا ایک لمس، دل لبھانے کے لئے۔
"Your prices climb, like birds in flight,",آپ کی قیمتیں چڑھتی ہیں، جیسے پرندے پرواز میں،
"Can they descend, to our delight?",کیا وہ ہماری خوشی کے لئے اتر سکتے ہیں؟
"Eid's a blessing, pure and true,",عید ایک نعمت ہے، خالص اور سچی،
"Not for budgets, feeling blue.",بجٹوں کے لئے نہیں، اداس محسوس کرنا۔
"Your brocades grand, I must confess,",آپ کے بروکیڈ شاندار، مجھے اعتراف کرنا چاہیے،
But my savings are in distress.,لیکن میری بچتیں پریشان ہیں۔
"So, be considerate, I humbly pray,",تو، ہمدرد بنیں، میں عاجزی سے دعا کرتا ہوں،
"A price that's just, to save the day.",ایک قیمت جو درست ہے، دن بچانے کے لئے۔
"A small concession, if you would,",ایک چھوٹا سا رعایت، اگر آپ کریں گے،
"To make this Eid, understood.",اس عید کو بنانے کے لئے، سمجھ میں آیا۔
"I'm a known face, in this place wide,",میں اس وسیع جگہ میں ایک جانا پہچانا چہرہ ہوں،
"My purchases here, with trust inside.",یہاں میری خریداری، اندر اعتماد کے ساتھ۔
"Grant me this boon, with heart so warm,",مجھے یہ نعمت عطا کریں، دل سے بہت گرم،
"And Eid's joy, weather every storm.",اور عید کی خوشی، ہر طوفان کا مقابلہ کریں۔
"Madam, yes, your words are gold,",میڈم، ہاں، آپ کے الفاظ سونا ہیں،
"A discount sure, let's make it bold.",ایک رعایت ضرور، آئیے اسے بولڈ بنائیں۔
"Our brocades rich, of royal art,",ہمارے بروکیڈ امیر، شاہی فن کے،
"The finest weave, set apart.",بہترین بُنائی، الگ سیٹ کریں۔
"Now, tell me ma'am, your chosen set,",اب، مجھے بتائیں میڈم، آپ کا منتخب سیٹ،
"Let's close the deal, no room for fret.",آئیے معاہدہ بند کریں، پریشانی کی کوئی گنجائش نہیں۔
"This red one here, for my daughter dear,",یہ سرخ والا یہاں، میری پیاری بیٹی کے لئے،
"And this gold sherwani, calm and clear.",اور یہ سنہری شیروانی، پرسکون اور صاف۔
"For myself, the silver, a timeless grace,",خود کے لئے، چاندی، ایک لازوال فضل،
"Elegance pure, in every space.",خالص خوبصورتی، ہر جگہ میں۔
"And what's the cost, for these you see?",اور ان کے لئے قیمت کیا ہے جو آپ دیکھتے ہیں؟
"With discount given, set us free.",رعایت دینے کے بعد، ہمیں آزاد کریں۔
"Let me compute, just hold on tight,",مجھے حساب کرنے دو، بس مضبوطی سے پکڑو،
"A price that's fair, and shining bright.",ایک قیمت جو منصفانہ ہے، اور روشن چمک رہی ہے۔
"Here is the total, the final call,",یہ ہے کل، آخری کال،
"A deal so just, embracing all.",ایک معاہدہ بہت درست، سب کو گلے لگانا۔
"Thank you kindly, your spirit's high,",آپ کا شکریہ، آپ کا جذبہ بلند ہے،
"May your Eid be blessed, reach the sky.",خدا کرے آپ کی عید بابرکت ہو، آسمان تک پہنچے۔
"Eid Mubarak to you, may joy increase,",عید مبارک آپ کو، خوشی میں اضافہ ہو،
And blessings fill your home with peace.,اور برکتیں آپ کے گھر کو امن سے بھر دیں۔
"Good day, friend, your cotton's gentle light,",شب بخیر، دوست، آپ کے کپاس کی نرم روشنی،
"Like moonlight soft, in the still of night.",جیسے چاندنی نرم، رات کے سکون میں۔
"Eid's approaching, moments near,",عید قریب آ رہی ہے، لمحات قریب،
"For festive clothes, banish fear.",جشن کے کپڑوں کے لئے، خوف کو دور کریں۔
"Show me your best, your patterns fine,",مجھے اپنا بہترین دکھائیں، آپ کے عمدہ نمونے،
"In colors soft, to light the way.",نرم رنگوں میں، راستہ روشن کرنے کے لئے۔
"For my nephew, a shirt so sweet,",میرے بھتیجے کے لئے، ایک قمیض بہت میٹھی،
"With ribbons tied, a style complete.",ربن بندھے ہوئے، ایک مکمل انداز۔
"And for my niece, a frock so grand,",اور میری بھتیجی کے لئے، ایک فراک بہت شاندار،
"The finest style, in all the land.",بہترین انداز، پورے ملک میں۔
"For myself, a kurta pajama set,",خود کے لئے، کرتا پاجامہ سیٹ،
"In simple grace, no regret.",سادہ فضل میں، کوئی افسوس نہیں۔
"Your prices rise, like kites in air,",آپ کی قیمتیں چڑھتی ہیں، ہوا میں پتنگوں کی طرح،
"Can they descend, with gentle care?",کیا وہ نرم دیکھ بھال کے ساتھ اتر سکتے ہیں؟
"Eid's a blessing, from heavens high,",عید ایک نعمت ہے، آسمانوں سے اونچی،
"Not for budgets, to deny.",بجٹوں کے لئے نہیں، انکار کرنے کے لئے۔
"Your cottons fine, I must agree,",آپ کے کپاس عمدہ، مجھے اتفاق کرنا چاہیے،
But my savings disagree.,لیکن میری بچتیں متفق نہیں ہیں۔
"So, be generous, I humbly plead,",تو، سخی بنیں، میں عاجزی سے التجا کرتا ہوں،
"A price that's fair, to save the day.",ایک قیمت جو منصفانہ ہے، دن بچانے کے لئے۔
"A small discount, if you agree,",ایک چھوٹا سا رعایت، اگر آپ متفق ہوں،
"To make this purchase, joyful be.",اس خریداری کو کرنے کے لئے، خوشگوار بنیں۔
"I'm a known face, you know me well,",میں ایک جانا پہچانا چہرہ ہوں، آپ مجھے اچھی طرح جانتے ہیں،
"My custom here, stories tell.",یہاں میرا رواج، کہانیاں سناتا ہے۔
"Grant me this favor, with heart so kind,",مجھے یہ احسان عطا کریں، دل سے بہت مہربان،
"And Eid's joy, we're sure to find.",اور عید کی خوشی، ہمیں یقیناً ملے گی۔
"Sir, yes, your words are true,",جناب، ہاں، آپ کے الفاظ سچے ہیں،
"A discount small, just for you.",ایک چھوٹا سا رعایت، صرف آپ کے لئے۔
"Our cottons soft, like morning light,",ہمارے کپاس نرم، صبح کی روشنی کی طرح،
"With gentle touch, oh so bright.",نرم لمس کے ساتھ، اوہ بہت روشن۔
"Now, tell me please, your chosen hue,",اب، براہ کرم مجھے بتائیں، آپ کا منتخب رنگ،
"Let's finalize now, me and you.",آئیے اب حتمی شکل دیں، میں اور آپ۔
"This cream one here, for my nephew dear,",یہ کریم والا یہاں، میرے پیارے بھتیجے کے لئے،
"And this blue frock, banish fear.",اور یہ نیلا فراک، خوف کو دور کریں۔
"For myself, the grey, a subtle tone,",خود کے لئے، سرمئی، ایک لطیف لہجہ،
"Elegance pure, a beauty shown.",خالص خوبصورتی، ایک خوبصورتی دکھائی گئی۔
"And what's the price, for all you've chose?",اور آپ نے جو کچھ چنا ہے اس کے لئے قیمت کیا ہے؟
"With discount given, worries dispose.",رعایت دینے کے بعد، پریشانیوں کو دور کریں۔
"Let me compute, just wait a while,",مجھے حساب کرنے دو، بس تھوڑی دیر انتظار کرو،
"A price that's fair, with a gentle smile.",ایک قیمت جو منصفانہ ہے، ایک نرم مسکراہٹ کے ساتھ۔
"Here is the total, the final price,",یہ ہے کل، آخری قیمت،
"A deal so good, oh so nice.",ایک معاہدہ بہت اچھا، اوہ بہت اچھا۔
"Thank you kindly, your heart's so warm,",آپ کا شکریہ، آپ کا دل بہت گرم ہے،
"May your Eid be blessed, weather every storm.",خدا کرے آپ کی عید بابرکت ہو، ہر طوفان کا مقابلہ کریں۔
